Table 1,,,,,,,,
serialNo,car_brand,car_model,model_name_th,nickname,item_name,fitment_detail,standard_price,
DD-0000129,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,350.00,
DJ-0100040,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),ยางกันฝุ่นเพลาขับ,ใน,220.00,
DJ-0100106,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),ยางกันฝุ่นเพลาขับ,นอก,220.00,
DH-0400110,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),บู๊ชปีกนก,ล่าง,180.00,
DH-0400111,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),บู๊ชปีกนก,ล่าง,250.00,
Z-00100125,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),ยางแท่นเครื่อง,หลัง,,
Z-00100126,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),ยางแท่นเครื่อง,ซ้าย,,
Z-00100127,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),ยางแท่นเครื่อง,ขวา,,
DJ-0300095,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),ยางกันฝุ่นโช้คอัพ,หน้า,250.00,
DJ-0300128,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),ยางกันฝุ่นโช้คอัพ,หน้า,250.00,
HF-0000002,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),ยางกันฝุ่นเพลา,ใน,,
DA-0000116,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),โช้คอัพ,หลัง,,
IA-0000002,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2011-2016 (N17),ไส้กรองแอร์,-,180.00,
DF-0600075,NISSAN,ALMERA,อัลเมร่า,โฉมปี 2000-2010 (N16),ลูกหมากปีกนก,ล่าง,500.00,
EA-0100022,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,650.00,
HD-0000010,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ซีลเพลาขับ,ซ้าย,380.00,
FE-0000005,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ลูกรอกสายพานไดร์ชาร์จ,-,"1,500.00",
DA-0000019,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),โช้คอัพ,หน้า,"2,000.00",
DA-0000006,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),โช้คอัพ,หลัง,"1,200.00",
DA-0000095,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),โช้คอัพ,หน้า,"2,750.00",
DA-0000080,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),โช้คอัพ,หลัง,"1,630.00",
DD-0000095,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,600.00,
DF-0200190,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ลูกหมากคันชัก,นอก,,
DF-0200069,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ลูกหมากคันชัก,นอก,550.00,
DF-0700017,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ลูกหมากกันโคลง,หน้า,400.00,
DJ-0200067,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ยางกันฝุ่นแร็ค,ซ้าย,,
DJ-0200107,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ยางกันฝุ่นแร็ค,ขวา,,
DJ-0200108,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ยางกันฝุ่นแร็ค,ซ้าย,,
DH-0500100,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ยางกันโคลง,หน้า,150.00,
DH-0400126,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),บู๊ชปีกนก,ล่าง,320.00,
DH-0400127,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),บู๊ชปีกนก,ล่าง,180.00,
DH-0400222,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),บู๊ชปีกนก,บน,,
DJ-0300097,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ยางกันฝุ่นโช้คอัพ,หน้า,280.00,
DI-0000072,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ยางกันกระแทกโช้คอัพ,หน้า,250.00,
DI-0000034,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ยางกันกระแทกโช้คอัพ,หลัง,250.00,
DF-0500118,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ลูกหมากแร็ค,-,500.00,
DF-0500172,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ลูกหมากแร็ค,-,,
DF-0600048,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ลูกหมากปีกนก,ล่าง,550.00,
HC-0000061,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),เพลาขับ,ซ้าย,"2,400.00",
AA-0000096,NISSAN,SYLPHY,ซิลฟี่,โฉมปี 2012-2016 (B17),ผ้าดิสเบรค,หลัง,800.00,
EA-0100086,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,420.00,
LL-0000007,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ฝาหม้อน้ำ,-,240.00,
HD-0000003,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ซีลเพลาขับ,-,380.00,
CA-0000070,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ลูกปืนล้อ,หน้า,700.00,
CA-0000053,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ลูกปืนล้อ,หลัง,700.00,
AM-0000001,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),หม้อลมเบรค,-,"4,500.00",
Z-01000002,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),โช้คอัพฝากระโปรง,หลัง,,
FE-0000010,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ลูกรอกสายพานไดร์ชาร์จ,-,750.00,
FE-0000021,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ลูกรอกสายพานไดร์ชาร์จ,-,750.00,
EA-0100045,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,400.00,
EA-0100109,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,400.00,
LH-0000008,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ใบพัดลม,-,400.00,
DF-0500142,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ลูกหมากแร็ค,-,500.00,
DF-0500037,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ลูกหมากแร็ค,-,500.00,
DF-0200143,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ลูกหมากคันชัก,นอก,500.00,
DF-0200063,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ลูกหมากคันชัก,นอก,550.00,
DG-0100005,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),คานปีกนก,ล่าง,"1,800.00",
DG-0100076,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),คานปีกนก,ล่าง,,
DG-0100053,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),คานปีกนก,ล่าง,"1,000.00",
EA-0100146,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,,
AF-0000047,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ชุดซ่อมดิสเบรค,หน้า,350.00,
DD-0000016,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หลัง,80.00,
DD-0000130,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,350.00,
DJ-0100043,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ยางกันฝุ่นเพลาขับ,ใน,220.00,
DJ-0100109,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ยางกันฝุ่นเพลาขับ,นอก,220.00,
DJ-0100264,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ยางกันฝุ่นเพลาขับ,นอก,,
DH-0400119,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),บู๊ชปีกนก,ล่าง,180.00,
DH-0400120,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),บู๊ชปีกนก,ล่าง,250.00,
DJ-0300091,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ยางกันฝุ่นโช้คอัพ,หน้า,250.00,
DJ-0300038,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ยางกันฝุ่นโช้คอัพ,หลัง,250.00,
DI-0000033,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ยางกันกระแทกโช้คอัพ,หลัง,250.00,
DF-0600047,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ลูกหมากปีกนก,ล่าง,500.00,
KW-0000021,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),มอเตอร์พัดลม,-,"1,000.00",
KW-0000038,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),มอเตอร์พัดลม,-,"1,200.00",
AA-0000159,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ผ้าดิสเบรค,หน้า,,
AA-0000141,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ผ้าดิสเบรค,หน้า,900.00,
DG-0100060,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ปีกนก,-,"1,000.00",
BA-0000020,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),หัวเทียน,-,,
GB-0000008,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),จารบี,-,,
DA-0000079,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),โช้คอัพ,หลัง,950.00,
FF-0000007,NISSAN,MARCH,มาร์ช,โฉมปี 2010-2016 (K13),ลูกรอก,-,750.00,
EA-0100025,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,550.00,
EA-0100087,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,750.00,
EA-0300006,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),สายพานแอร์,-,280.00,
EA-0300022,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),สายพานแอร์,-,260.00,
EA-0400002,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),สายพานพาวเวอร์,-,,
EA-0400011,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),สายพานพาวเวอร์,-,,
IG-0000005,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ไส้กรองน้ำมันดีเซล (โซล่า),-,500.00,
IG-0000015,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ไส้กรองน้ำมันดีเซล (โซล่า),-,350.00,
KL-0000002,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),VSCปั๊มดีเซล,-,"1,530.00",
EA-0200003,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),สายพานไทม์มิ่ง (ราวลิ้น),-,,
DH-1000047,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ยางหูแหนบ,-,,
DH-1000048,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ยางหูแหนบ,-,,
Z-12400001,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกปืนลูกรอก,-,,
AE-0000015,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),กระบอกเบรค,หลัง,550.00,
DF-0500140,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากแร็ค,-,600.00,
DF-0500038,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากแร็ค,-,600.00,
DF-0500173,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากแร็ค,-,,
DF-0200141,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากคันชัก,นอก,700.00,
DF-0200106,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากคันชัก,นอก,550.00,
DF-0200107,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากคันชัก,นอก,550.00,
DF-0200191,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากคันชัก,นอก,,
DF-0700120,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากกันโคลง,หน้า,400.00,
DF-0700246,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากกันโคลง,หน้า,500.00,
DF-0700247,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากกันโคลง,หน้า,500.00,
DJ-0200033,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ยางกันฝุ่นแร็ค,-,,
DD-0000090,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,600.00,
DH-0500095,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ยางกันโคลง,หน้า,80.00,
DJ-0100044,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ยางกันฝุ่นเพลาขับ,ใน,220.00,
DJ-0100110,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ยางกันฝุ่นเพลาขับ,นอก,220.00,
DJ-0300096,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ยางกันฝุ่นโช้คอัพ,หน้า,250.00,
DF-0600077,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากปีกนก,ล่าง,600.00,
DF-0600078,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากปีกนก,ล่าง,600.00,
DF-0600090,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกหมากปีกนก,บน,600.00,
FE-0000020,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกรอกสายพานไดร์ชาร์จ,-,"1,050.00",
AC-0000067,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),จานดิสเบรค,หน้า,"1,100.00",
DA-0000057,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),โช้คอัพ,หน้า,"1,485.00",
FA-0000004,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกรอกสายพานไทม์มิ่ง,-,"1,400.00",
LJ-0000030,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),หม้อน้ำ,-,,
Z-10600004,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),แผ่นยางรองแหนบ,-,,
AF-0000022,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ชุดซ่อมดิสเบรค,หน้า,280.00,
CA-0000239,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกปืนล้อ,หน้า,"1,900.00",
CA-0000240,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกปืนล้อ,หน้า,"1,800.00",
CA-0000241,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (4WD และ CALIBRE ยกสูง),ลูกปืนล้อ,หน้า,,
DH-1000029,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (4WD และ CALIBRE ยกสูง),ยางหูแหนบ,หลัง,,
DH-1000034,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (4WD และ CALIBRE ยกสูง),ยางหูแหนบ,หลัง,,
