Table 1,,,,,,,,
serialNo,car_brand,car_model,model_name_th,nickname,item_name,fitment_detail,standard_price,
GB-0000007,HONDA,CITY,ซิตี้,โฉมปี 2008-2013 (GM2),จารบี,-,,
KG-0000002,HONDA,CITY,ซิตี้,โฉมปี 2008-2013 (GM2),โบลเวอร์,-,"1,800.00",
EA-0100007,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,550.00,
DA-0000012,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),โช้คอัพ,หน้า,"1,960.00",
DA-0000001,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),โช้คอัพ,หลัง,,
DF-0200129,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),ลูกหมากคันชัก,นอก,550.00,
DF-0700109,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),ลูกหมากกันโคลง,หน้า,400.00,
DJ-0200060,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),ยางกันฝุ่นแร็ค,-,240.00,
DD-0000074,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,400.00,
DH-0500131,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),ยางกันโคลง,หน้า,70.00,
DH-0400055,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),บู๊ชปีกนก,ล่าง,280.00,
DH-0400056,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),บู๊ชปีกนก,ล่าง,280.00,
DJ-0300119,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),ยางกันฝุ่นโช้คอัพ,หลัง,280.00,
DI-0000054,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),ยางกันกระแทกโช้คอัพ,หน้า,250.00,
CA-0000145,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),ลูกปืนล้อ,หน้า,750.00,
CA-0000041,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),ลูกปืนล้อ,หลัง,"1,800.00",
CA-0000255,NISSAN,NAVARA,นาวาร่า,โฉมปี 2004-2013 (2WD),ลูกปืนล้อ,หน้า,,
DJ-0100168,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100229,HONDA,CITY,ซิตี้,โฉมปี 2014-2018 (GM6),ยางกันฝุ่นเพลาขับ,นอก,,
Z-00300007,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ปะเก็นฝาวาล์ว,-,280.00,
Z-00300043,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ปะเก็นฝาวาล์ว,-,280.00,
LF-0000002,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),วาล์วน้ำ,-,600.00,
Z-00100014,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางแท่นเครื่อง,หน้า,750.00,
Z-00100013,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางแท่นเครื่อง,หลัง,750.00,
Z-00100028,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางแท่นเครื่อง,ซ้าย,"1,300.00",
Z-00200007,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),กาวดำ,-,,
Z-00200040,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),กาวดำ,-,,
AC-0000017,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),จานดิสเบรค,หน้า,850.00,
AC-0000105,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),จานดิสเบรค,หน้า,,
AC-0000057,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),จานดิสเบรค,หน้า,700.00,
AE-0000009,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),กระบอกเบรค,หลัง,450.00,
AE-0000033,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),กระบอกเบรค,หลัง,350.00,
DF-0500132,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากแร็ค,-,500.00,
DF-0500082,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากแร็ค,-,500.00,
DF-0200131,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากคันชัก,นอก,480.00,
DF-0200028,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากคันชัก,นอก,450.00,
DF-0200185,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากคันชัก,นอก,,
DF-0700265,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากกันโคลง,หน้า,450.00,
DF-0700007,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากกันโคลง,หน้า,400.00,
DF-0700178,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากกันโคลง,หน้า,450.00,
DF-0700361,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากกันโคลง,หน้า,,
DG-0100032,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),คานปีกนก,ล่าง,"1,650.00",
DG-0100058,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),คานปีกนก,ล่าง,900.00,
EA-0100064,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,450.00,
DJ-0200059,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันฝุ่นแร็ค,ซ้าย,220.00,
DJ-0200085,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันฝุ่นแร็ค,ขวา,220.00,
DD-0000072,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,400.00,
DD-0000144,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,,
DH-0500057,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันโคลง,หน้า,60.00,
DH-0500021,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันโคลง,หลัง,70.00,
DJ-0100008,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันฝุ่นเพลาขับ,ใน,220.00,
DJ-0100075,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันฝุ่นเพลาขับ,นอก,220.00,
DJ-0100166,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100227,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันฝุ่นเพลาขับ,นอก,,
DH-0400016,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),บู๊ชปีกนก,ล่างใหญ่,280.00,
DH-0400017,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),บู๊ชปีกนก,ล่างเล็ก,150.00,
DH-0400073,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),บู๊ชปีกนก,ล่าง,280.00,
DJ-0300074,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันฝุ่นโช้คอัพ,หน้า,280.00,
DI-0000006,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันกระแทกโช้คอัพ,หลัง,100.00,
DI-0000053,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ยางกันกระแทกโช้คอัพ,หน้า,140.00,
CE-0000016,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกปืนเบ้าโช้คอัพ,หน้า,300.00,
CE-0000031,MAZDA,MAZDA3,มาสด้า3,โฉมปี 2005-2010 (BK),ลูกปืนเบ้าโช้คอัพ,หน้า,600.00,
HD-0000015,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ซีลเพลาขับ,-,250.00,
HD-0000016,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ซีลเพลาขับ,-,250.00,
DF-0600003,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากปีกนก,ล่าง,500.00,
DF-0600024,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากปีกนก,ล่าง,500.00,
DF-0600162,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกหมากปีกนก,ล่าง,,
CA-0000088,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกปืนล้อ,หน้า,600.00,
CA-0000140,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกปืนล้อ,หน้า,750.00,
CA-0000126,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกปืนล้อ,หลัง,"1,200.00",
CA-0000039,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกปืนล้อ,หลัง,"1,250.00",
CA-0000057,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกปืนล้อ,หลัง,"1,250.00",
CA-0000009,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกปืนล้อ,หลัง,"1,300.00",
CA-0000019,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกปืนล้อ,หลัง,"1,300.00",
CA-0000191,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกปืนล้อ,หลัง,,
CA-0000256,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ลูกปืนล้อ,หลัง,,
AB-0000010,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),ก้ามเบรค,หลัง,450.00,
LJ-0000008,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),หม้อน้ำ,-,"2,400.00",
BC-0000020,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),คอยล์หัวเทียน,-,"1,400.00",
BC-0000023,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),คอยล์หัวเทียน,-,"1,100.00",
HC-0000016,HONDA,CITY,ซิตี้,โฉมปี 2003-2007 (ZX),เพลาขับ,หน้า,"2,950.00",
AA-0000046,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ผ้าดิสเบรค,หน้า,650.00,
AA-0000126,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ผ้าดิสเบรค,หน้า,850.00,
AA-0000150,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ผ้าดิสเบรค,หน้า,,
Z-10500001,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ท่อยางกระปุกน้ำมันพาวเวอร์,-,,
EA-0100063,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,สายพานไดร์ชาร์จ (หน้าเครื่อง),-,250.00,
EA-0300009,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,สายพานแอร์,-,250.00,
EA-0400006,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,สายพานพาวเวอร์,-,,
DF-0700034,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ลูกหมากกันโคลง,หลัง,,
DJ-0200058,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ยางกันฝุ่นแร็ค,ซ้าย,,
DJ-0200084,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ยางกันฝุ่นแร็ค,ขวา,,
DD-0000064,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,600.00,
DD-0000032,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หลัง,600.00,
DH-0500056,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ยางกันโคลง,หน้า,60.00,
Z-00100056,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ยางแท่นเครื่อง,หน้า,500.00,
Z-00100050,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ยางแท่นเครื่อง,หลัง,700.00,
Z-00100069,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ยางแท่นเครื่อง,ขวา,700.00,
DJ-0300067,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ยางกันฝุ่นโช้คอัพ,หน้า,280.00,
DI-0000023,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ยางกันกระแทกโช้คอัพ,หลัง,130.00,
DF-0500081,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ลูกหมากแร็ค,-,500.00,
DF-0200027,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ลูกหมากคันชัก,นอก,450.00,
CA-0000087,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ลูกปืนล้อ,หน้า,600.00,
DJ-0100165,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100226,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,ยางกันฝุ่นเพลาขับ,นอก,,
LJ-0000029,HONDA,CITY,ซิตี้,โฉมปี 1995-2002,หม้อน้ำ,-,,
EA-0100009,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,"1,200.00",
EA-0100043,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,900.00,
EA-0100072,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,800.00,
EB-0100010,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ท่อยางหม้อน้ำ,บน,280.00,
Z-00100016,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ยางแท่นเครื่อง,หน้า,"3,440.00",
FF-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ลูกรอก,-,"3,865.00",
FF-0000002,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ลูกรอก,-,840.00,
DJ-0300001,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ยางกันฝุ่นโช้คอัพ,หน้า,350.00,
DJ-0300028,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ยางกันฝุ่นโช้คอัพ,หลัง,280.00,
Z-05300002,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),เหล็กรัด,-,,
FJ-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ลูกรอกตั้งสายพาน,-,"2,100.00",
AC-0000003,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),จานดิสเบรค,หน้า,"1,100.00",
AC-0000054,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),จานดิสเบรค,หน้า,700.00,
DF-0500128,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ลูกหมากแร็ค,-,500.00,
DF-0200128,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ลูกหมากคันชัก,นอก,550.00,
EA-0100139,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,,
DF-0700112,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ลูกหมากกันโคลง,หน้า,400.00,
DF-0700037,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ลูกหมากกันโคลง,หลัง,400.00,
DJ-0200061,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ยางกันฝุ่นแร็ค,ซ้าย,220.00,
DJ-0200086,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ยางกันฝุ่นแร็ค,ขวา,220.00,
DD-0000071,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,600.00,
DH-0500132,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ยางกันโคลง,หน้า,70.00,
DH-0500024,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ยางกันโคลง,หลัง,70.00,
DI-0000060,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ยางกันกระแทกโช้คอัพ,หน้า,140.00,
CE-0000014,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ลูกปืนเบ้าโช้คอัพ,หน้า,400.00,
CA-0000062,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ลูกปืนล้อ,หน้า,750.00,
AF-0000034,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),ชุดซ่อมดิสเบรค,หน้า,280.00,
BA-0000009,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),หัวเทียน,-,,
DA-0000071,HONDA,CIVIC,ซีวิค,โฉมปี 2012-2016 (FB),โช้คอัพ,หลัง,"2,200.00",
EA-0100010,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,650.00,
EA-0100066,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,800.00,
Z-00300006,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ปะเก็นฝาวาล์ว,-,580.00,
Z-00300078,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ปะเก็นฝาวาล์ว,-,,
Z-00300037,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ปะเก็นฝาวาล์ว,-,280.00,
KO-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ไดร์ชาร์จ,-,"9,556.00",
BE-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),หัวฉีด,-,"1,800.00",
Z-00100030,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางแท่นเครื่อง,ขวา,"3,980.00",
Z-00100096,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางแท่นเครื่อง,ขวา,"1,600.00",
Z-00100063,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางแท่นเครื่อง,ซ้าย,"1,400.00",
Z-00100077,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางแท่นเครื่อง,ขวาล่าง,"1,500.00",
Z-00100105,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางแท่นเครื่อง,ล่าง,"1,050.00",
AF-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ชุดซ่อมดิสเบรค,หลัง,550.00,
AF-0000007,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ชุดซ่อมดิสเบรค,-,450.00,
AF-0000004,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ชุดซ่อมดิสเบรค,หลัง,450.00,
AF-0000033,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ชุดซ่อมดิสเบรค,หน้า,280.00,
LH-0000004,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ใบพัดลม,-,720.00,
Z-03200001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ท่อกระปุกน้ำมันพาวเวอร์,-,300.00,
KQ-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ชุดซ่อมปั๊มพาวเวอร์,-,650.00,
Z-05900001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),โอริง,-,380.00,
EB-0200001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),คอม้า,-,"5,980.00",
BH-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),มอเตอร์สตาร์ท,-,"5,510.00",
KE-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),สวิทช์ไฟเบรค,-,500.00,
Z-00200005,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),กาวดำ,-,,
EB-0100016,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ท่อยาง,-,180.00,
EB-0100017,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ท่อยาง,-,180.00,
EB-0100018,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ท่อยาง,-,120.00,
Z-03400001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),เหล็กรัดท่อยาง,-,,
AE-0000023,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),กระบอกเบรค,-,,
Z-03000002,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),สายน้ำมันพาวเวอร์,-,250.00,
DJ-0300005,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางกันฝุ่นโช้คอัพ,หน้า,280.00,
Z-03300002,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ท่อน้ำข้างเครื่อง,-,,
CE-0000018,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกปืนเบ้าโช้คอัพ,หน้า,500.00,
DC-0000012,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางรองสปริงโช้คอัพ,หน้าล่าง,160.00,
Z-08400001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),แป้นเบรค,-,,
AC-0000019,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),จานดิสเบรค,หน้า,900.00,
AC-0000005,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),จานดิสเบรค,หลัง,750.00,
AC-0000106,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),จานดิสเบรค,หน้า,700.00,
DF-0500121,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากแร็ค,-,500.00,
DF-0500122,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากแร็ค,-,500.00,
DF-0500088,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากแร็ค,-,500.00,
DF-0200127,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากคันชัก,นอก,550.00,
DF-0200040,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากคันชัก,นอก,550.00,
DF-0600106,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากปีกนก,ล่าง,650.00,
DF-0600009,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากปีกนก,ล่าง,600.00,
DF-0700266,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากกันโคลง,หน้า,450.00,
DF-0700111,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากกันโคลง,หน้า,350.00,
DF-0700160,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากกันโคลง,หลัง,350.00,
DF-0700206,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากกันโคลง,หน้า,450.00,
DF-0700207,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากกันโคลง,หน้า,450.00,
DF-0700318,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกหมากกันโคลง,หน้า,,
DG-0100012,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),คานปีกนก,ล่าง,"1,650.00",
DG-0100072,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),คานปีกนก,ล่าง,"1,480.00",
DJ-0200014,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางกันฝุ่นแร็ค,-,220.00,
DD-0000009,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,600.00,
DD-0000033,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หลัง,80.00,
DH-0500061,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางกันโคลง,หน้า,60.00,
DH-0500023,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางกันโคลง,หลัง,70.00,
DJ-0100013,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางกันฝุ่นเพลาขับ,ใน,220.00,
DJ-0100082,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางกันฝุ่นเพลาขับ,นอก,220.00,
DJ-0100174,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางกันฝุ่นเพลาขับ,ใน,,
DJ-0100232,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางกันฝุ่นเพลาขับ,นอก,,
DJ-0100233,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางกันฝุ่นเพลาขับ,นอก,,
DH-0400019,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),บู๊ชปีกนก,ล่างใหญ่,280.00,
DH-0400061,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),บู๊ชปีกนก,ล่าง,280.00,
DH-0400062,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),บู๊ชปีกนก,ล่าง,200.00,
DI-0000007,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางกันกระแทกโช้คอัพ,หน้า,180.00,
DM-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ยางปะกับกันโคลง,-,80.00,
CA-0000064,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกปืนล้อ,หน้า,750.00,
CA-0000043,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกปืนล้อ,หลัง,"1,650.00",
CA-0000058,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ลูกปืนล้อ,หลัง,"1,650.00",
KW-0000020,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),มอเตอร์พัดลม,-,"1,800.00",
KW-0000027,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),มอเตอร์พัดลม,ขวา,"1,800.00",
AA-0000061,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ผ้าดิสเบรค,หลัง,"1,050.00",
AA-0000103,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ผ้าดิสเบรค,หน้า,850.00,
HC-0000003,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),เพลาขับ,-,"2,950.00",
DO-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),หัวเพลาขับ,-,"1,100.00",
BA-0000010,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),หัวเทียน,-,,
KN-0000001,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ปั๊มพาวเวอร์,-,"3,750.00",
IB-0000015,HONDA,CIVIC,ซีวิค,โฉมปี 2006-2012 (FD),ไส้กรองอากาศ,-,250.00,
